1,1,2.113966134,28.5601313,0.586092503,758.93,1382.425,717.2,1358.23,800.66,1406.62,0,574.59,590.405,516.9,570.06,632.28,610.75,0
2,1,2.053296608,28.48705451,0.570179719,755.31,1379.48,716.93,1351.8,793.69,1407.16,0,573.48,589.675,520.46,568.59,626.5,610.76,0
3,1,1.992720298,28.41399675,0.554199242,751.695,1376.535,716.67,1345.38,786.72,1407.69,0,572.375,588.945,524.02,567.12,620.73,610.77,0
4,1,1.932107816,28.34096899,0.538156308,748.08,1373.59,716.41,1338.95,779.75,1408.23,0,571.265,588.215,527.58,565.65,614.95,610.78,0
5,1,1.871416782,28.26789774,0.521996043,744.455,1370.645,716.14,1332.53,772.77,1408.76,0,570.16,587.485,531.14,564.18,609.18,610.79,0
6,1,1.810804689,28.19490008,0.505807772,740.84,1367.7,715.88,1326.1,765.8,1409.3,0,569.05,586.755,534.7,562.71,603.4,610.8,0
7,1,1.795008713,28.17310343,0.506716472,740.265,1366.64,713.5,1324.16,767.03,1409.12,0,568.42,586.755,534.7,562.71,602.14,610.8,0
8,1,1.779341728,28.15144855,0.507653934,739.7,1365.585,711.13,1322.22,768.27,1408.95,0,567.79,586.755,534.7,562.71,600.88,610.8,0
9,1,1.763530694,28.12964915,0.508566351,739.125,1364.525,708.75,1320.28,769.5,1408.77,0,567.16,586.755,534.7,562.71,599.62,610.8,0
10,1,1.747791328,28.1079703,0.509490565,738.555,1363.47,706.38,1318.34,770.73,1408.6,0,566.53,586.755,534.7,562.71,598.36,610.8,0
11,1,1.731965229,28.08616813,0.510406691,737.98,1362.41,704,1316.4,771.96,1408.42,0,565.9,586.755,534.7,562.71,597.1,610.8,0
12,1,1.791150554,28.09641795,0.504028191,740.925,1362.85,707.16,1318.34,774.69,1407.36,0,568.905,586.12,535.98,562.6,601.83,609.64,0
13,1,1.850288327,28.10676247,0.497644585,743.87,1363.295,710.32,1320.28,777.42,1406.31,0,571.905,585.485,537.26,562.49,606.55,608.48,0
14,1,1.909396118,28.11698097,0.491319957,746.815,1363.735,713.48,1322.22,780.15,1405.25,0,574.91,584.855,538.54,562.39,611.28,607.32,0
15,1,1.968446648,28.12718039,0.48492462,749.76,1364.175,716.64,1324.16,782.88,1404.19,0,577.91,584.22,539.82,562.28,616,606.16,0
16,1,2.027510401,28.13745514,0.478574322,752.705,1364.62,719.8,1326.1,785.61,1403.14,0,580.915,583.59,541.1,562.18,620.73,605,0
17,1,2.012516913,28.11282831,0.488560666,751.5,1363.64,714.75,1323.7,788.25,1403.58,0,581.65,584.58,538.68,562.8,624.62,606.36,0
18,1,1.997553806,28.08819894,0.498624876,750.295,1362.66,709.7,1321.3,790.89,1404.02,0,582.39,585.575,536.26,563.43,628.52,607.72,0
19,1,2.029645915,28.17405197,0.509274317,751.325,1366.69,708.53,1326.57,794.12,1406.81,0,583.125,586.565,533.84,564.05,632.41,609.08,0
20,1,2.061763567,28.25971744,0.51995127,752.36,1370.71,707.37,1331.83,797.35,1409.59,0,583.865,587.56,531.42,564.68,636.31,610.44,0
21,1,2.093828358,28.34556216,0.530472216,753.39,1374.74,706.2,1337.1,800.58,1412.38,0,584.6,588.55,529,565.3,640.2,611.8,0
22,1,2.20363422,28.3555039,0.518188259,758.325,1375.36,712.02,1339.92,804.63,1410.8,0,591.275,587.6,535.42,564.14,647.13,611.06,0
23,1,2.313321607,28.36532019,0.505972452,763.26,1375.975,717.84,1342.74,808.68,1409.21,0,597.95,586.655,541.84,562.99,654.06,610.32,0
24,1,2.42295571,28.37518632,0.493667516,768.195,1376.595,723.66,1345.56,812.73,1407.63,0,604.625,585.705,548.26,561.83,660.99,609.58,0
25,1,2.532471854,28.38492653,0.481430186,773.13,1377.21,729.48,1348.38,816.78,1406.04,0,611.3,584.76,554.68,560.68,667.92,608.84,0
26,1,2.641934145,28.39471606,0.469103577,778.065,1377.83,735.3,1351.2,820.83,1404.46,0,617.975,583.81,561.1,559.52,674.85,608.1,0
27,1,2.709648473,28.51576587,0.454849761,780.06,1383.885,735.1,1363.75,825.02,1404.02,0,620.6,583.285,558.26,559.73,682.94,606.84,0
28,1,2.777065412,28.63671297,0.440691139,782.05,1389.94,734.9,1376.3,829.2,1403.58,0,623.22,582.76,555.42,559.94,691.02,605.58,0
29,1,2.811093881,28.65064507,0.429340427,782.925,1390.92,730.95,1379.15,834.9,1402.69,0,625.845,582.235,552.58,560.15,699.11,604.32,0
30,1,2.845066199,28.66460134,0.418014555,783.8,1391.9,727,1382,840.6,1401.8,0,628.465,581.71,549.74,560.36,707.19,603.06,0
31,1,2.911055132,28.66331897,0.419404343,788,1391.45,729.2,1382,846.8,1400.9,0,631.09,581.185,546.9,560.57,715.28,601.8,0
32,1,3.001267543,28.65719658,0.414496688,791.875,1391.36,733.07,1381.91,850.68,1400.81,0,637.445,580.875,552.68,560.47,722.21,601.28,0
33,1,3.091493473,28.65105997,0.409511478,795.75,1391.27,736.95,1381.82,854.55,1400.72,0,643.8,580.56,558.46,560.36,729.14,600.76,0
34,1,3.181694363,28.64511927,0.404563324,799.62,1391.19,740.82,1381.74,858.42,1400.64,0,650.155,580.25,564.24,560.26,736.07,600.24,0
35,1,3.271982498,28.63900326,0.399582538,803.5,1391.1,744.7,1381.65,862.3,1400.55,0,656.51,579.935,570.02,560.15,743,599.72,0
36,1,3.362150123,28.63286208,0.394635229,807.37,1391.01,748.57,1381.56,866.17,1400.46,0,662.865,579.625,575.8,560.05,749.93,599.2,0
37,1,3.461226001,28.64052095,0.399507398,812.39,1391.235,753.94,1381.3,870.84,1401.17,0,668.595,579.68,581.48,559.1,755.71,600.26,0
