,frame,id,err,3d_x,3d_y,3d_z,cam1_x,cam1_y,cam2_x,cam2_y,cam1_proj_x,cam1_proj_y,cam2_proj_x,cam2_proj_y,cam1_tl_x,cam1_tl_y,cam1_c_x,cam1_c_y,cam1_w,cam1_h,cam1_theta,cam1_aa_tl_x,cam1_aa_tl_y,cam1_aa_w,cam1_aa_h,cam1_frame,cam2_tl_x,cam2_tl_y,cam2_c_x,cam2_c_y,cam2_w,cam2_h,cam2_theta,cam2_aa_tl_x,cam2_aa_tl_y,cam2_aa_w,cam2_aa_h,cam2_frame
0,0,0,11.388167622581037,24.50860898539427,14.96152236551006,0.47749900604443,1793.434814453125,781.727294921875,1835.41015625,579.5580444335938,-1.0,-1.0,-1.0,-1.0,1757.3331,715.9378,1793.434814453125,781.727294921875,72.20337,131.57892,0.0,1757.3331,715.9378,72.20337,131.57892,0,1790.056884765625,552.9545288085938,1835.41015625,579.5580444335938,90.7066650390625,53.20703125,0.0,1790.056884765625,552.9545288085938,90.7066650390625,53.20703125,0
1,1,0,10.201966059137794,24.50909888768104,14.894248282370489,0.43389482596747997,1793.22900390625,778.480712890625,1835.342529296875,577.463623046875,-1.0,-1.0,-1.0,-1.0,1756.1337,711.26227,1793.22900390625,778.480712890625,74.19055,134.43683,0.0,1756.1337,711.26227,74.19055,134.43683,1,1787.9256591796875,553.2218627929688,1835.342529296875,577.463623046875,94.833740234375,48.48358154296875,0.0,1787.9256591796875,553.2218627929688,94.833740234375,48.48358154296875,1
2,2,0,8.706429056117742,24.517447168854034,14.798469112813446,0.4485283747004172,1792.715576171875,774.0653686523438,1835.36181640625,577.9947509765625,-1.0,-1.0,-1.0,-1.0,1754.0297,707.0686,1792.715576171875,774.0653686523438,77.37195,133.99353,0.0,1754.0297,707.0686,77.37195,133.99353,2,1785.8416748046875,554.211181640625,1835.36181640625,577.9947509765625,99.0404052734375,47.56719970703125,0.0,1785.8416748046875,554.211181640625,99.0404052734375,47.56719970703125,2
3,3,0,8.167700257696268,24.462069010466926,14.708255984000495,0.4141788891340389,1790.15283203125,769.8524780273438,1832.112060546875,576.3718872070312,-1.0,-1.0,-1.0,-1.0,1750.7366,702.9028,1790.15283203125,769.8524780273438,78.83264,133.89941,0.0,1750.7366,702.9028,78.83264,133.89941,3,1781.006103515625,552.990234375,1832.112060546875,576.3718872070312,102.2120361328125,46.7633056640625,0.0,1781.006103515625,552.990234375,102.2120361328125,46.7633056640625,3
4,4,0,8.202212487046236,24.440322776760425,14.611984539126038,0.4061066960878913,1789.1865234375,765.51171875,1830.0269775390625,575.994873046875,-1.0,-1.0,-1.0,-1.0,1747.6411,696.3474,1789.1865234375,765.51171875,83.0907,138.32861,0.0,1747.6411,696.3474,83.0907,138.32861,4,1776.78271484375,552.7747802734375,1830.0269775390625,575.994873046875,106.488525390625,46.440185546875,0.0,1776.78271484375,552.7747802734375,106.488525390625,46.440185546875,4
5,5,0,6.916438372627069,24.422217661787588,14.527946703567372,0.4279066948647595,1787.49853515625,761.6624145507812,1828.85595703125,576.8662109375,-1.0,-1.0,-1.0,-1.0,1745.9313,692.3574,1787.49853515625,761.6624145507812,83.13464,138.60999,0.0,1745.9313,692.3574,83.13464,138.60999,5,1775.0662841796875,553.50830078125,1828.85595703125,576.8662109375,107.579345703125,46.71575927734375,0.0,1775.0662841796875,553.50830078125,107.579345703125,46.71575927734375,5
6,6,0,5.198710530051767,24.40046367234836,14.450590261009555,0.4082001910545743,1785.790771484375,757.951904296875,1827.887451171875,575.83056640625,-1.0,-1.0,-1.0,-1.0,1743.5514,690.194,1785.790771484375,757.951904296875,84.47864,135.51593,0.0,1743.5514,690.194,84.47864,135.51593,6,1773.75439453125,552.2041625976562,1827.887451171875,575.83056640625,108.2659912109375,47.25286865234375,0.0,1773.75439453125,552.2041625976562,108.2659912109375,47.25286865234375,6
7,7,0,7.667881381867716,24.356358520669346,14.364984415655275,0.42865579970623047,1784.739013671875,754.4260864257812,1823.6546630859375,576.9293823242188,-1.0,-1.0,-1.0,-1.0,1741.4335,686.5266,1784.739013671875,754.4260864257812,86.611206,135.79895,0.0,1741.4335,686.5266,86.611206,135.79895,7,1769.700439453125,553.8526611328125,1823.6546630859375,576.9293823242188,107.908447265625,46.1534423828125,0.0,1769.700439453125,553.8526611328125,107.908447265625,46.1534423828125,7
8,8,0,4.425612312411543,24.31464736332434,14.294154775588177,0.41342260113134877,1781.33447265625,750.852783203125,1822.6051025390625,575.98046875,-1.0,-1.0,-1.0,-1.0,1740.3673,683.2287,1781.33447265625,750.852783203125,81.934204,135.24811,0.0,1740.3673,683.2287,81.934204,135.24811,8,1768.3377685546875,553.1651000976562,1822.6051025390625,575.98046875,108.53466796875,45.6307373046875,0.0,1768.3377685546875,553.1651000976562,108.53466796875,45.6307373046875,8
9,9,0,6.086706311759203,24.29066495486463,14.255374616278008,0.3991980565180068,1781.13720703125,749.2418212890625,1820.28564453125,575.462646484375,-1.0,-1.0,-1.0,-1.0,1738.6641,678.9612,1781.13720703125,749.2418212890625,84.94617,140.56134,0.0,1738.6641,678.9612,84.94617,140.56134,9,1766.6546630859375,552.8466186523438,1820.28564453125,575.462646484375,107.261962890625,45.2320556640625,0.0,1766.6546630859375,552.8466186523438,107.261962890625,45.2320556640625,9
