,frame,id,err,3d_x,3d_y,3d_z,cam1_x,cam1_y,cam2_x,cam2_y,cam1_proj_x,cam1_proj_y,cam2_proj_x,cam2_proj_y,cam1_tl_x,cam1_tl_y,cam1_c_x,cam1_c_y,cam1_w,cam1_h,cam1_theta,cam1_aa_tl_x,cam1_aa_tl_y,cam1_aa_w,cam1_aa_h,cam1_frame,cam2_tl_x,cam2_tl_y,cam2_c_x,cam2_c_y,cam2_w,cam2_h,cam2_theta,cam2_aa_tl_x,cam2_aa_tl_y,cam2_aa_w,cam2_aa_h,cam2_frame
0,0,2,74.12644674070624,5.957093690852272,27.846580467112027,4.307849953463004,940.8265380859375,1323.96630859375,893.0419921875,835.1550903320312,-1.0,-1.0,-1.0,-1.0,894.4891357421875,1277.6864013671875,940.8265380859375,1323.96630859375,92.67474365234375,92.559814453125,0.0,894.4891357421875,1277.6864013671875,92.67474365234375,92.559814453125,0,875.1517333984375,802.9271850585938,893.0419921875,835.1550903320312,35.78045654296875,64.455810546875,0.0,875.1517333984375,802.9271850585938,35.78045654296875,64.455810546875,0
1,1,2,69.03006359666911,5.976738745829936,27.784121143437062,4.304524265886859,943.6632080078125,1320.940185546875,892.223876953125,833.75830078125,-1.0,-1.0,-1.0,-1.0,897.943115234375,1273.572265625,943.6632080078125,1320.940185546875,91.44024658203125,94.7357177734375,0.0,897.943115234375,1273.572265625,91.44024658203125,94.7357177734375,1,874.7201538085938,799.6725463867188,892.223876953125,833.75830078125,35.00738525390625,68.17144775390625,0.0,874.7201538085938,799.6725463867188,35.00738525390625,68.17144775390625,1
2,2,2,60.058136024782655,6.060152741159676,27.738729348221973,4.394257120095582,951.517822265625,1317.51318359375,893.25048828125,837.6551513671875,-1.0,-1.0,-1.0,-1.0,909.8235473632812,1267.1400146484375,951.517822265625,1317.51318359375,83.3885498046875,100.7464599609375,0.0,909.8235473632812,1267.1400146484375,83.3885498046875,100.7464599609375,2,874.655517578125,807.6729736328125,893.25048828125,837.6551513671875,37.18988037109375,59.96441650390625,0.0,874.655517578125,807.6729736328125,37.18988037109375,59.96441650390625,2
3,3,2,50.81328919640432,6.1033840784354485,27.643896782381265,4.4283513690349,957.3338623046875,1312.4627685546875,892.0621337890625,837.76171875,-1.0,-1.0,-1.0,-1.0,919.7254638671875,1254.7470703125,957.3338623046875,1312.4627685546875,75.216796875,115.431396484375,0.0,919.7254638671875,1254.7470703125,75.216796875,115.431396484375,3,871.8958740234375,806.2847290039062,892.0621337890625,837.76171875,40.33258056640625,62.95391845703125,0.0,871.8958740234375,806.2847290039062,40.33258056640625,62.95391845703125,3
4,4,2,57.53529410746614,6.126243001144715,27.697337657414586,4.479003998805833,956.0553588867188,1314.808837890625,896.8507080078125,842.1231689453125,-1.0,-1.0,-1.0,-1.0,918.4869995117188,1257.93310546875,956.0553588867188,1314.808837890625,75.13671875,113.7513427734375,0.0,918.4869995117188,1257.93310546875,75.13671875,113.7513427734375,4,878.6262817382812,814.8642578125,896.8507080078125,842.1231689453125,36.44891357421875,54.517822265625,0.0,878.6262817382812,814.8642578125,36.44891357421875,54.517822265625,4
5,5,2,64.3140918339767,6.11402710550499,27.79414629500128,4.467623746195864,952.7086181640625,1319.54443359375,898.6197509765625,843.1015625,-1.0,-1.0,-1.0,-1.0,914.7026977539062,1268.83935546875,952.7086181640625,1319.54443359375,76.0118408203125,101.4102783203125,0.0,914.7026977539062,1268.83935546875,76.0118408203125,101.4102783203125,5,881.08056640625,815.8408813476562,898.6197509765625,843.1015625,35.078369140625,54.5213623046875,0.0,881.08056640625,815.8408813476562,35.078369140625,54.5213623046875,5
6,6,2,62.82693639926315,6.1736889758717375,27.90973229361607,4.512715824455043,956.091796875,1323.9556884765625,900.04443359375,846.5949096679688,-1.0,-1.0,-1.0,-1.0,918.843017578125,1278.1510009765625,956.091796875,1323.9556884765625,74.49761962890625,91.609375,0.0,918.843017578125,1278.1510009765625,74.49761962890625,91.609375,6,884.9834594726562,821.909423828125,900.04443359375,846.5949096679688,30.1219482421875,49.3709716796875,0.0,884.9834594726562,821.909423828125,30.1219482421875,49.3709716796875,6
7,7,2,57.83487772030404,6.196826886698698,27.943479465370594,4.575793265647171,959.5423583984375,1324.443603515625,898.3074951171875,850.1136474609375,-1.0,-1.0,-1.0,-1.0,925.1897583007812,1278.838134765625,959.5423583984375,1324.443603515625,68.70513916015625,91.2109375,0.0,925.1897583007812,1278.838134765625,68.70513916015625,91.2109375,7,880.9169921875,823.2752075195312,898.3074951171875,850.1136474609375,34.78106689453125,53.6768798828125,0.0,880.9169921875,823.2752075195312,34.78106689453125,53.6768798828125,7
8,8,2,41.851054268410174,6.211226938471306,27.923055203339473,4.621095580693485,966.7972412109375,1321.938232421875,890.247802734375,850.7361450195312,-1.0,-1.0,-1.0,-1.0,938.5548095703125,1274.17578125,966.7972412109375,1321.938232421875,56.48486328125,95.52490234375,0.0,938.5548095703125,1274.17578125,56.48486328125,95.52490234375,8,863.5519409179688,822.4430541992188,890.247802734375,850.7361450195312,53.39166259765625,56.586181640625,0.0,863.5519409179688,822.4430541992188,53.39166259765625,56.586181640625,8
9,14,2,51.819090519394365,6.349370286708148,27.76719257723451,4.736482459070736,969.7755737304688,1315.101318359375,907.5162353515625,857.5650024414062,-1.0,-1.0,-1.0,-1.0,935.4437866210938,1267.4195556640625,969.7755737304688,1315.101318359375,68.66357421875,95.3634033203125,0.0,935.4437866210938,1267.4195556640625,68.66357421875,95.3634033203125,14,885.4986572265625,830.325927734375,907.5162353515625,857.5650024414062,44.03509521484375,54.4781494140625,0.0,885.4986572265625,830.325927734375,44.03509521484375,54.4781494140625,14
