,frame,id,err,3d_x,3d_y,3d_z,cam1_x,cam1_y,cam2_x,cam2_y,cam1_proj_x,cam1_proj_y,cam2_proj_x,cam2_proj_y,cam1_tl_x,cam1_tl_y,cam1_c_x,cam1_c_y,cam1_w,cam1_h,cam1_theta,cam1_aa_tl_x,cam1_aa_tl_y,cam1_aa_w,cam1_aa_h,cam1_frame,cam2_tl_x,cam2_tl_y,cam2_c_x,cam2_c_y,cam2_w,cam2_h,cam2_theta,cam2_aa_tl_x,cam2_aa_tl_y,cam2_aa_w,cam2_aa_h,cam2_frame
0,0,1,41.39588911751501,17.498431066899933,28.799587132973734,6.040292746877242,1473.345947265625,1354.469482421875,1566.855712890625,940.882080078125,-1.0,-1.0,-1.0,-1.0,1408.47509765625,1311.3980712890625,1473.345947265625,1354.469482421875,129.7418212890625,86.142822265625,0.0,1408.47509765625,1311.3980712890625,129.7418212890625,86.142822265625,0,1499.0850830078125,890.056396484375,1566.855712890625,940.882080078125,135.5413818359375,101.65142822265625,0.0,1499.0850830078125,890.056396484375,135.5413818359375,101.65142822265625,0
1,1,1,42.200660216144286,17.514132228533356,28.800109846402762,6.023252973472028,1474.327880859375,1354.71826171875,1567.4151611328125,939.8546142578125,-1.0,-1.0,-1.0,-1.0,1410.3787841796875,1317.6199951171875,1474.327880859375,1354.71826171875,127.8980712890625,74.1964111328125,0.0,1410.3787841796875,1317.6199951171875,127.8980712890625,74.1964111328125,1,1500.5120849609375,889.2503051757812,1567.4151611328125,939.8546142578125,133.80615234375,101.20867919921875,0.0,1500.5120849609375,889.2503051757812,133.80615234375,101.20867919921875,1
2,2,1,125.6565937377227,18.49860657513637,27.54276861286302,6.083752277037647,1548.7662353515625,1307.20458984375,1569.5040283203125,933.5020751953125,-1.0,-1.0,-1.0,-1.0,1488.6524658203125,1280.123046875,1548.7662353515625,1307.20458984375,120.2275390625,54.1629638671875,0.0,1488.6524658203125,1280.123046875,120.2275390625,54.1629638671875,2,1501.4993896484375,882.5537109375,1569.5040283203125,933.5020751953125,136.00927734375,101.89666748046875,0.0,1501.4993896484375,882.5537109375,136.00927734375,101.89666748046875,2
3,3,1,132.28470918913928,18.492339962034755,27.534784932777228,6.0509929207248305,1551.23779296875,1307.40625,1565.1558837890625,931.8211059570312,-1.0,-1.0,-1.0,-1.0,1492.413818359375,1279.7513427734375,1551.23779296875,1307.40625,117.6478271484375,55.3099365234375,0.0,1492.413818359375,1279.7513427734375,117.6478271484375,55.3099365234375,3,1489.5911865234375,874.5339965820312,1565.1558837890625,931.8211059570312,151.12939453125,114.57421875,0.0,1489.5911865234375,874.5339965820312,151.12939453125,114.57421875,3
4,4,1,132.50162725837617,18.51060521126251,27.511480418452855,5.836239511972558,1552.6072998046875,1308.37841796875,1566.40771484375,918.7659912109375,-1.0,-1.0,-1.0,-1.0,1494.0875244140625,1280.3021240234375,1552.6072998046875,1308.37841796875,117.03955078125,56.1524658203125,0.0,1494.0875244140625,1280.3021240234375,117.03955078125,56.1524658203125,4,1494.376220703125,863.17724609375,1566.40771484375,918.7659912109375,144.0628662109375,111.177490234375,0.0,1494.376220703125,863.17724609375,144.0628662109375,111.177490234375,4
5,5,1,128.59351924216801,18.617903769653893,27.495397698436722,5.78328409825493,1555.64404296875,1308.2796630859375,1575.424560546875,915.34619140625,-1.0,-1.0,-1.0,-1.0,1495.14892578125,1279.6085205078125,1555.64404296875,1308.2796630859375,120.9901123046875,57.34228515625,0.0,1495.14892578125,1279.6085205078125,120.9901123046875,57.34228515625,5,1514.147216796875,860.6071166992188,1575.424560546875,915.34619140625,122.5546875,109.4781494140625,0.0,1514.147216796875,860.6071166992188,122.5546875,109.4781494140625,5
6,6,1,123.1266851822386,18.73027969426488,27.53429347156106,5.670808520173509,1558.370849609375,1310.95654296875,1586.2969970703125,908.8416137695312,-1.0,-1.0,-1.0,-1.0,1500.2891845703125,1281.947265625,1558.370849609375,1310.95654296875,116.163330078125,58.0186767578125,0.0,1500.2891845703125,1281.947265625,116.163330078125,58.0186767578125,6,1533.4891357421875,858.2499389648438,1586.2969970703125,908.8416137695312,105.61572265625,101.183349609375,0.0,1533.4891357421875,858.2499389648438,105.61572265625,101.183349609375,6
7,7,1,112.64020361607604,18.802651462238583,27.626784672064083,5.558439007471616,1557.39306640625,1315.5517578125,1598.162109375,902.5197143554688,-1.0,-1.0,-1.0,-1.0,1501.583740234375,1287.163818359375,1557.39306640625,1315.5517578125,111.6185302734375,56.7757568359375,0.0,1501.583740234375,1287.163818359375,111.6185302734375,56.7757568359375,7,1551.2559814453125,849.98828125,1598.162109375,902.5197143554688,93.8123779296875,105.0628662109375,0.0,1551.2559814453125,849.98828125,93.8123779296875,105.0628662109375,7
8,8,1,115.28835841187855,18.820737051804294,27.740341851882267,5.523573719429802,1559.18798828125,1320.8470458984375,1598.85693359375,901.746826171875,-1.0,-1.0,-1.0,-1.0,1507.0386962890625,1294.2684326171875,1559.18798828125,1320.8470458984375,104.2987060546875,53.1572265625,0.0,1507.0386962890625,1294.2684326171875,104.2987060546875,53.1572265625,8,1549.6026611328125,853.37890625,1598.85693359375,901.746826171875,98.5084228515625,96.73583984375,0.0,1549.6026611328125,853.37890625,98.5084228515625,96.73583984375,8
9,9,1,127.09779884359006,18.876406624628093,27.717709112199366,5.515754491167862,1566.274169921875,1320.65771484375,1595.1466064453125,901.8185424804688,-1.0,-1.0,-1.0,-1.0,1518.334716796875,1293.1112060546875,1566.274169921875,1320.65771484375,95.87890625,55.0931396484375,0.0,1518.334716796875,1293.1112060546875,95.87890625,55.0931396484375,9,1541.479736328125,848.9603881835938,1595.1466064453125,901.8185424804688,107.333740234375,105.71630859375,0.0,1541.479736328125,848.9603881835938,107.333740234375,105.71630859375,9
10,10,1,121.93151405429414,18.80930574868033,27.719318581077978,5.506833029496212,1561.425048828125,1320.4007568359375,1594.0185546875,900.8975830078125,-1.0,-1.0,-1.0,-1.0,1510.3397216796875,1293.0316162109375,1561.425048828125,1320.4007568359375,102.1705322265625,54.73828125,0.0,1510.3397216796875,1293.0316162109375,102.1705322265625,54.73828125,10,1536.68701171875,847.9332885742188,1594.0185546875,900.8975830078125,114.6629638671875,105.92852783203125,0.0,1536.68701171875,847.9332885742188,114.6629638671875,105.92852783203125,10
11,11,1,125.33166664156542,18.866708242061204,27.60901961254983,5.477907439055782,1565.37451171875,1316.2880859375,1594.651123046875,898.3179931640625,-1.0,-1.0,-1.0,-1.0,1512.68701171875,1288.178955078125,1565.37451171875,1316.2880859375,105.3748779296875,56.21826171875,0.0,1512.68701171875,1288.178955078125,105.3748779296875,56.21826171875,11,1532.95458984375,845.3465576171875,1594.651123046875,898.3179931640625,123.3929443359375,105.94293212890625,0.0,1532.95458984375,845.3465576171875,123.3929443359375,105.94293212890625,11
12,12,1,124.5275291867395,18.87411145657442,27.55538166125075,5.41060061748637,1565.59619140625,1314.6029052734375,1595.2392578125,893.693603515625,-1.0,-1.0,-1.0,-1.0,1512.1800537109375,1286.6785888671875,1565.59619140625,1314.6029052734375,106.8321533203125,55.8486328125,0.0,1512.1800537109375,1286.6785888671875,106.8321533203125,55.8486328125,12,1526.609130859375,844.4143676757812,1595.2392578125,893.693603515625,137.2603759765625,98.5584716796875,0.0,1526.609130859375,844.4143676757812,137.2603759765625,98.5584716796875,12
13,13,1,125.62068709463263,18.877985147314504,27.54078490952471,5.3605266953718615,1566.345947265625,1314.4976806640625,1594.8056640625,890.6090087890625,-1.0,-1.0,-1.0,-1.0,1511.9718017578125,1286.7303466796875,1566.345947265625,1314.4976806640625,108.7481689453125,55.53466796875,0.0,1511.9718017578125,1286.7303466796875,108.7481689453125,55.53466796875,13,1521.7838134765625,840.2625732421875,1594.8056640625,890.6090087890625,146.0438232421875,100.69293212890625,0.0,1521.7838134765625,840.2625732421875,146.0438232421875,100.69293212890625,13
14,14,1,126.61696409889441,18.85244052490532,27.498489315221057,5.283338717799456,1565.923828125,1313.3819580078125,1592.383056640625,885.581787109375,-1.0,-1.0,-1.0,-1.0,1511.0703125,1284.5736083984375,1565.923828125,1313.3819580078125,109.7071533203125,57.61669921875,0.0,1511.0703125,1284.5736083984375,109.7071533203125,57.61669921875,14,1518.794189453125,835.7178344726562,1592.383056640625,885.581787109375,147.177734375,99.7279052734375,0.0,1518.794189453125,835.7178344726562,147.177734375,99.7279052734375,14
15,15,1,132.0647486120795,18.812000756911733,27.48282596412881,5.226195176880842,1566.58447265625,1313.381103515625,1586.594482421875,882.2738037109375,-1.0,-1.0,-1.0,-1.0,1511.8282470703125,1284.218017578125,1566.58447265625,1313.381103515625,109.512451171875,58.326171875,0.0,1511.8282470703125,1284.218017578125,109.512451171875,58.326171875,15,1512.9356689453125,833.2725219726562,1586.594482421875,882.2738037109375,147.317626953125,98.00250244140625,0.0,1512.9356689453125,833.2725219726562,147.317626953125,98.00250244140625,15
16,16,1,6.8472628382142755,17.455165159107523,28.31138980339645,5.102526579740308,1459.3353271484375,1340.9384765625,1582.5133056640625,876.469970703125,-1.0,-1.0,-1.0,-1.0,1402.873046875,1304.31982421875,1459.3353271484375,1340.9384765625,112.924560546875,73.2373046875,0.0,1402.873046875,1304.31982421875,112.924560546875,73.2373046875,16,1508.603271484375,830.0787963867188,1582.5133056640625,876.469970703125,147.820068359375,92.7823486328125,0.0,1508.603271484375,830.0787963867188,147.820068359375,92.7823486328125,16
17,17,1,8.024148529350155,17.406119816150408,28.30224106768293,5.023549746973201,1457.8062744140625,1341.318359375,1578.67626953125,871.5045166015625,-1.0,-1.0,-1.0,-1.0,1401.1883544921875,1301.3636474609375,1457.8062744140625,1341.318359375,113.23583984375,79.9093017578125,0.0,1401.1883544921875,1301.3636474609375,113.23583984375,79.9093017578125,17,1504.95263671875,828.0931396484375,1578.67626953125,871.5045166015625,147.4471435546875,86.82269287109375,0.0,1504.95263671875,828.0931396484375,147.4471435546875,86.82269287109375,17
18,18,1,9.112913232234316,17.33611127085575,28.296484543801032,4.957616402253047,1455.3349609375,1341.69091796875,1573.5517578125,867.3781127929688,-1.0,-1.0,-1.0,-1.0,1396.6142578125,1299.3944091796875,1455.3349609375,1341.69091796875,117.4412841796875,84.5928955078125,0.0,1396.6142578125,1299.3944091796875,117.4412841796875,84.5928955078125,18,1499.8680419921875,825.1781616210938,1573.5517578125,867.3781127929688,147.367431640625,84.39990234375,0.0,1499.8680419921875,825.1781616210938,147.367431640625,84.39990234375,18
